Cust_num,Region,Age,Order Quantity,Customer_Type,Improvement Area,Overall_Satisfaction
10799,WEST,32,33,Prime,Product Quality,Dis Satisfied
10800,EAST,49,7,Non_Prime,Product Quality,Dis Satisfied
10801,WEST,52,16,Prime,Packing & Shipping,Dis Satisfied
10802,NORTH,20,36,Prime,Website UI,Satisfied
10803,WEST,36,72,Prime,Product Quality,Satisfied
10804,WEST,44,31,Non_Prime,Product Quality,Dis Satisfied
10805,SOUTH,37,66,Prime,Packing & Shipping,Satisfied
10806,WEST,61,28,Non_Prime,Product Quality,Dis Satisfied
10807,SOUTH,24,31,Prime,Website UI,Satisfied
10808,NORTH,59,15,Non_Prime,Packing & Shipping,Dis Satisfied
10809,EAST,26,50,Prime,Product Quality,Satisfied
10810,WEST,55,21,Prime,Website UI,Dis Satisfied
10811,EAST,42,37,Non_Prime,Packing & Shipping,Dis Satisfied
10812,EAST,37,7,Prime,Packing & Shipping,Dis Satisfied
10813,WEST,54,22,Non_Prime,Product Quality,Dis Satisfied
10814,WEST,35,35,Non_Prime,Website UI,Dis Satisfied
10815,NORTH,67,39,Non_Prime,Website UI,Dis Satisfied
10816,SOUTH,68,38,Prime,Product Quality,Dis Satisfied
10817,SOUTH,35,28,Prime,Website UI,Dis Satisfied
10818,SOUTH,37,12,Non_Prime,Product Quality,Dis Satisfied
10819,SOUTH,35,39,Prime,Website UI,Satisfied
10820,NORTH,18,75,Prime,Product Quality,Satisfied
10821,SOUTH,34,31,Prime,Product Quality,Satisfied
10822,NORTH,37,18,Non_Prime,Product Quality,Dis Satisfied
10823,WEST,33,17,Non_Prime,Product Quality,Dis Satisfied
10824,WEST,61,25,Non_Prime,Product Quality,Dis Satisfied
10825,NORTH,25,75,Prime,Product Quality,Satisfied
10826,WEST,68,22,Non_Prime,Packing & Shipping,Dis Satisfied
10827,WEST,35,33,Prime,Product Quality,Satisfied
10828,WEST,64,29,Non_Prime,Packing & Shipping,Dis Satisfied
10829,WEST,44,17,Prime,Product Quality,Dis Satisfied
10830,NORTH,32,28,Prime,Packing & Shipping,Dis Satisfied
10831,EAST,37,26,Prime,Website UI,Dis Satisfied
10832,NORTH,42,49,Prime,Packing & Shipping,Satisfied
10833,NORTH,65,27,Non_Prime,Packing & Shipping,Dis Satisfied
10834,SOUTH,36,28,Prime,Product Quality,Dis Satisfied
10835,SOUTH,53,26,Non_Prime,Packing & Shipping,Dis Satisfied
10836,SOUTH,54,30,Prime,Product Quality,Dis Satisfied
10837,WEST,35,28,Non_Prime,Product Quality,Dis Satisfied
10838,SOUTH,38,44,Prime,Packing & Shipping,Satisfied
10839,WEST,61,6,Non_Prime,Website UI,Dis Satisfied
10840,WEST,53,21,Non_Prime,Website UI,Dis Satisfied
10841,NORTH,26,61,Non_Prime,Website UI,Satisfied
10842,EAST,45,6,Prime,Packing & Shipping,Dis Satisfied
10843,EAST,36,99,Prime,Website UI,Satisfied
10844,WEST,61,6,Non_Prime,Packing & Shipping,Dis Satisfied
10845,WEST,55,27,Prime,Product Quality,Dis Satisfied
10846,EAST,33,95,Prime,Packing & Shipping,Satisfied
10847,WEST,43,19,Prime,Packing & Shipping,Dis Satisfied
10848,NORTH,39,35,Prime,Website UI,Satisfied
10849,EAST,51,23,Prime,Product Quality,Dis Satisfied
10850,NORTH,18,93,Prime,Product Quality,Satisfied
10851,EAST,44,23,Prime,Packing & Shipping,Dis Satisfied
10852,NORTH,42,23,Non_Prime,Website UI,Dis Satisfied
10853,NORTH,34,33,Non_Prime,Product Quality,Satisfied
10854,WEST,20,34,Prime,Website UI,Satisfied
10855,EAST,32,8,Prime,Packing & Shipping,Dis Satisfied
10856,WEST,34,96,Prime,Product Quality,Satisfied
10857,WEST,54,28,Prime,Website UI,Dis Satisfied
10858,EAST,55,15,Non_Prime,Product Quality,Dis Satisfied
10859,EAST,31,38,Non_Prime,Website UI,Dis Satisfied
10860,EAST,35,13,Prime,Website UI,Dis Satisfied
10861,SOUTH,40,8,Non_Prime,Packing & Shipping,Dis Satisfied
10862,NORTH,34,26,Prime,Product Quality,Dis Satisfied
10863,NORTH,37,13,Prime,Product Quality,Dis Satisfied
10864,NORTH,49,34,Non_Prime,Product Quality,Dis Satisfied
10865,WEST,50,19,Prime,Website UI,Dis Satisfied
10866,NORTH,43,23,Prime,Website UI,Dis Satisfied
10867,NORTH,33,39,Prime,Packing & Shipping,Dis Satisfied
10868,SOUTH,30,55,Non_Prime,Packing & Shipping,Satisfied
10869,WEST,60,5,Non_Prime,Product Quality,Dis Satisfied
10870,EAST,64,16,Non_Prime,Packing & Shipping,Dis Satisfied
10871,SOUTH,51,38,Non_Prime,Website UI,Dis Satisfied
10872,WEST,36,38,Prime,Packing & Shipping,Dis Satisfied
10873,NORTH,63,17,Non_Prime,Website UI,Dis Satisfied
10874,NORTH,19,69,Prime,Website UI,Satisfied
10875,WEST,45,37,Prime,Packing & Shipping,Satisfied
10876,NORTH,65,35,Prime,Product Quality,Dis Satisfied
10877,NORTH,21,50,Prime,Packing & Shipping,Satisfied
10878,SOUTH,22,92,Prime,Product Quality,Satisfied
10879,EAST,34,13,Prime,Website UI,Dis Satisfied
10880,NORTH,64,30,Non_Prime,Website UI,Dis Satisfied
10881,WEST,28,46,Prime,Packing & Shipping,Satisfied
10882,SOUTH,64,25,Prime,Website UI,Dis Satisfied
10883,NORTH,23,84,Prime,Product Quality,Satisfied
10884,SOUTH,21,72,Prime,Packing & Shipping,Satisfied
10885,WEST,48,6,Prime,Website UI,Dis Satisfied
10886,WEST,28,95,Non_Prime,Packing & Shipping,Satisfied
10887,WEST,34,8,Prime,Website UI,Dis Satisfied
10888,SOUTH,30,7,Prime,Product Quality,Dis Satisfied
10889,EAST,64,27,Prime,Website UI,Dis Satisfied
10890,SOUTH,59,20,Non_Prime,Website UI,Dis Satisfied
10891,NORTH,31,29,Prime,Packing & Shipping,Dis Satisfied
10892,WEST,64,23,Non_Prime,Website UI,Dis Satisfied
10893,EAST,20,58,Non_Prime,Website UI,Satisfied
10894,SOUTH,66,20,Prime,Packing & Shipping,Dis Satisfied
10895,EAST,68,26,Prime,Website UI,Dis Satisfied
10896,WEST,68,30,Non_Prime,Product Quality,Dis Satisfied
10897,WEST,30,34,Non_Prime,Website UI,Satisfied
10898,WEST,42,11,Prime,Product Quality,Dis Satisfied
10899,WEST,44,68,Prime,Packing & Shipping,Satisfied
10900,EAST,32,43,Prime,Website UI,Satisfied
10901,SOUTH,65,19,Prime,Packing & Shipping,Dis Satisfied
10902,SOUTH,39,82,Prime,Product Quality,Satisfied
10903,WEST,19,70,Prime,Product Quality,Satisfied
10904,WEST,20,61,Prime,Website UI,Satisfied
10905,SOUTH,42,30,Prime,Product Quality,Dis Satisfied
10906,SOUTH,36,8,Non_Prime,Product Quality,Dis Satisfied
10907,WEST,37,31,Prime,Product Quality,Satisfied
10908,WEST,65,8,Non_Prime,Product Quality,Dis Satisfied
10909,NORTH,61,12,Prime,Packing & Shipping,Dis Satisfied
10910,WEST,19,99,Prime,Website UI,Satisfied
10911,WEST,24,47,Prime,Website UI,Satisfied
10912,NORTH,40,21,Non_Prime,Packing & Shipping,Dis Satisfied
10913,WEST,30,27,Non_Prime,Packing & Shipping,Dis Satisfied
10914,EAST,42,30,Non_Prime,Product Quality,Satisfied
10915,NORTH,54,34,Prime,Packing & Shipping,Dis Satisfied
10916,SOUTH,69,22,Non_Prime,Product Quality,Dis Satisfied
10917,SOUTH,68,36,Prime,Website UI,Dis Satisfied
10918,SOUTH,32,26,Non_Prime,Website UI,Dis Satisfied
10919,WEST,33,9,Prime,Product Quality,Dis Satisfied
10920,NORTH,33,52,Prime,Product Quality,Satisfied
10921,WEST,42,53,Prime,Product Quality,Satisfied
10922,NORTH,41,42,Prime,Packing & Shipping,Satisfied
10923,WEST,55,33,Prime,Product Quality,Dis Satisfied
10924,EAST,27,70,Prime,Website UI,Satisfied
10925,SOUTH,31,38,Non_Prime,Packing & Shipping,Satisfied
10926,WEST,43,6,Prime,Product Quality,Dis Satisfied
10927,NORTH,21,89,Non_Prime,Packing & Shipping,Satisfied
10928,WEST,27,83,Prime,Product Quality,Satisfied
10929,WEST,19,80,Prime,Product Quality,Satisfied
10930,SOUTH,29,34,Prime,Packing & Shipping,Satisfied
10931,WEST,36,77,Prime,Website UI,Satisfied
10932,SOUTH,35,44,Prime,Product Quality,Satisfied
10933,SOUTH,36,85,Prime,Product Quality,Satisfied
10934,SOUTH,30,68,Prime,Packing & Shipping,Satisfied
10935,SOUTH,39,70,Non_Prime,Website UI,Satisfied
10936,SOUTH,28,52,Non_Prime,Product Quality,Satisfied
10937,EAST,26,44,Non_Prime,Website UI,Satisfied
10938,NORTH,54,38,Non_Prime,Packing & Shipping,Dis Satisfied
10939,WEST,47,34,Non_Prime,Product Quality,Dis Satisfied
10940,SOUTH,31,37,Non_Prime,Product Quality,Dis Satisfied
10941,SOUTH,37,87,Prime,Product Quality,Satisfied
10942,SOUTH,46,23,Non_Prime,Packing & Shipping,Dis Satisfied
10943,EAST,66,16,Non_Prime,Product Quality,Dis Satisfied
10944,SOUTH,44,39,Non_Prime,Website UI,Dis Satisfied
10945,WEST,24,75,Non_Prime,Packing & Shipping,Satisfied
10946,SOUTH,68,18,Prime,Website UI,Dis Satisfied
10947,SOUTH,22,36,Prime,Packing & Shipping,Satisfied
10948,WEST,41,28,Non_Prime,Website UI,Dis Satisfied
10949,NORTH,40,49,Prime,Product Quality,Satisfied
10950,NORTH,20,62,Non_Prime,Packing & Shipping,Satisfied
10951,NORTH,37,75,Prime,Website UI,Satisfied
10952,SOUTH,41,31,Prime,Product Quality,Satisfied
10953,WEST,30,53,Prime,Product Quality,Satisfied
10954,WEST,32,20,Non_Prime,Website UI,Dis Satisfied
10955,NORTH,19,66,Prime,Packing & Shipping,Satisfied
10956,NORTH,40,99,Prime,Packing & Shipping,Satisfied
10957,EAST,33,87,Prime,Product Quality,Satisfied
10958,EAST,67,13,Prime,Product Quality,Dis Satisfied
10959,SOUTH,36,38,Non_Prime,Product Quality,Dis Satisfied
10960,SOUTH,43,15,Prime,Packing & Shipping,Dis Satisfied
10961,WEST,63,33,Non_Prime,Website UI,Dis Satisfied
10962,WEST,68,26,Non_Prime,Product Quality,Dis Satisfied
10963,NORTH,24,35,Prime,Website UI,Satisfied
10964,WEST,69,5,Prime,Website UI,Dis Satisfied
10965,NORTH,45,10,Non_Prime,Product Quality,Dis Satisfied
10966,NORTH,50,40,Non_Prime,Product Quality,Dis Satisfied
10967,NORTH,45,15,Prime,Product Quality,Dis Satisfied
10968,SOUTH,42,50,Non_Prime,Product Quality,Satisfied
10969,NORTH,40,45,Non_Prime,Website UI,Satisfied
10970,WEST,65,12,Non_Prime,Website UI,Dis Satisfied
10971,WEST,34,40,Prime,Website UI,Satisfied
10972,NORTH,55,10,Non_Prime,Product Quality,Dis Satisfied
10973,SOUTH,49,16,Non_Prime,Website UI,Dis Satisfied
10974,NORTH,51,22,Non_Prime,Website UI,Dis Satisfied
10975,WEST,57,22,Non_Prime,Packing & Shipping,Dis Satisfied
10976,WEST,57,9,Non_Prime,Packing & Shipping,Dis Satisfied
10977,WEST,21,71,Prime,Packing & Shipping,Satisfied
10978,WEST,44,45,Prime,Packing & Shipping,Satisfied
10979,SOUTH,27,86,Prime,Product Quality,Satisfied
10980,SOUTH,42,8,Non_Prime,Product Quality,Dis Satisfied
10981,WEST,42,15,Prime,Packing & Shipping,Dis Satisfied
10982,NORTH,44,8,Prime,Product Quality,Dis Satisfied
10983,NORTH,61,34,Non_Prime,Packing & Shipping,Dis Satisfied
10984,WEST,52,15,Non_Prime,Product Quality,Dis Satisfied
10985,NORTH,36,63,Prime,Website UI,Satisfied
10986,EAST,24,93,Non_Prime,Packing & Shipping,Satisfied
10987,WEST,35,81,Non_Prime,Packing & Shipping,Satisfied
10988,WEST,22,92,Prime,Website UI,Satisfied
10989,NORTH,42,22,Prime,Packing & Shipping,Dis Satisfied
10990,WEST,40,30,Prime,Packing & Shipping,Dis Satisfied
10991,WEST,59,5,Non_Prime,Product Quality,Dis Satisfied
10992,WEST,25,50,Non_Prime,Product Quality,Satisfied
10993,NORTH,34,11,Prime,Packing & Shipping,Dis Satisfied
10994,EAST,30,31,Prime,Packing & Shipping,Satisfied
10995,NORTH,40,35,Prime,Product Quality,Satisfied
10996,NORTH,28,67,Prime,Product Quality,Satisfied
10997,WEST,43,33,Non_Prime,Website UI,Dis Satisfied
10998,SOUTH,56,21,Non_Prime,Product Quality,Dis Satisfied
10999,SOUTH,39,96,Prime,Website UI,Satisfied
11000,SOUTH,36,39,Prime,Website UI,Satisfied
11001,SOUTH,25,39,Non_Prime,Product Quality,Satisfied
11002,WEST,44,26,Non_Prime,Website UI,Dis Satisfied
11003,EAST,62,14,Non_Prime,Product Quality,Dis Satisfied
11004,NORTH,32,5,Non_Prime,Website UI,Dis Satisfied
11005,WEST,40,11,Prime,Product Quality,Dis Satisfied
11006,EAST,55,19,Non_Prime,Product Quality,Dis Satisfied
11007,NORTH,67,5,Non_Prime,Product Quality,Dis Satisfied
11008,EAST,54,18,Non_Prime,Website UI,Dis Satisfied
11009,NORTH,58,27,Prime,Packing & Shipping,Dis Satisfied
11010,SOUTH,63,12,Prime,Packing & Shipping,Dis Satisfied
11011,NORTH,69,15,Prime,Website UI,Dis Satisfied
11012,WEST,40,9,Non_Prime,Product Quality,Dis Satisfied
11013,WEST,19,82,Non_Prime,Website UI,Satisfied
11014,EAST,32,84,Prime,Product Quality,Satisfied
11015,NORTH,67,27,Non_Prime,Product Quality,Dis Satisfied
11016,NORTH,69,32,Non_Prime,Product Quality,Dis Satisfied
11017,SOUTH,31,79,Prime,Product Quality,Satisfied
11018,SOUTH,44,48,Prime,Website UI,Satisfied
11019,WEST,22,34,Prime,Packing & Shipping,Satisfied
11020,SOUTH,49,10,Non_Prime,Website UI,Dis Satisfied
11021,NORTH,33,49,Prime,Packing & Shipping,Satisfied
11022,WEST,42,23,Non_Prime,Product Quality,Dis Satisfied
11023,WEST,32,20,Prime,Packing & Shipping,Dis Satisfied
11024,SOUTH,28,44,Prime,Product Quality,Satisfied
11025,SOUTH,43,50,Prime,Product Quality,Satisfied
11026,NORTH,28,98,Prime,Product Quality,Satisfied
11027,SOUTH,34,10,Prime,Website UI,Dis Satisfied
11028,SOUTH,37,12,Non_Prime,Product Quality,Dis Satisfied
11029,SOUTH,69,21,Non_Prime,Website UI,Dis Satisfied
11030,WEST,27,31,Prime,Website UI,Satisfied
11031,WEST,37,40,Prime,Product Quality,Dis Satisfied
11032,EAST,43,36,Prime,Product Quality,Dis Satisfied
11033,EAST,70,23,Prime,Website UI,Dis Satisfied
11034,NORTH,55,23,Non_Prime,Packing & Shipping,Dis Satisfied
11035,WEST,55,9,Prime,Packing & Shipping,Dis Satisfied
11036,NORTH,48,13,Non_Prime,Website UI,Dis Satisfied
11037,SOUTH,31,38,Prime,Packing & Shipping,Satisfied
11038,EAST,19,94,Prime,Packing & Shipping,Satisfied
11039,WEST,37,35,Non_Prime,Product Quality,Dis Satisfied
11040,WEST,36,13,Prime,Website UI,Dis Satisfied
11041,SOUTH,20,75,Prime,Packing & Shipping,Satisfied
11042,SOUTH,31,53,Prime,Website UI,Satisfied
11043,EAST,28,84,Prime,Product Quality,Satisfied
11044,WEST,42,25,Prime,Product Quality,Dis Satisfied
11045,SOUTH,55,7,Non_Prime,Packing & Shipping,Dis Satisfied
11046,WEST,44,48,Prime,Packing & Shipping,Satisfied
11047,WEST,37,16,Non_Prime,Product Quality,Dis Satisfied
11048,EAST,70,16,Non_Prime,Packing & Shipping,Dis Satisfied
11049,SOUTH,33,60,Prime,Website UI,Satisfied
11050,NORTH,36,64,Non_Prime,Product Quality,Satisfied
11051,WEST,18,49,Prime,Product Quality,Satisfied
11052,NORTH,40,40,Prime,Website UI,Dis Satisfied
11053,EAST,33,36,Prime,Website UI,Satisfied
11054,WEST,48,38,Prime,Packing & Shipping,Dis Satisfied
11055,WEST,59,38,Prime,Product Quality,Dis Satisfied
11056,WEST,52,28,Prime,Product Quality,Dis Satisfied
11057,WEST,27,90,Prime,Packing & Shipping,Satisfied
11058,SOUTH,18,39,Non_Prime,Packing & Shipping,Satisfied
11059,SOUTH,36,80,Prime,Product Quality,Satisfied
11060,NORTH,65,30,Non_Prime,Website UI,Dis Satisfied
11061,WEST,27,57,Prime,Website UI,Satisfied
11062,SOUTH,45,98,Prime,Website UI,Satisfied
11063,EAST,28,52,Prime,Website UI,Satisfied
11064,WEST,67,30,Non_Prime,Product Quality,Dis Satisfied
11065,SOUTH,34,20,Non_Prime,Website UI,Dis Satisfied
11066,SOUTH,45,94,Prime,Website UI,Satisfied
11067,WEST,35,27,Non_Prime,Product Quality,Dis Satisfied
11068,NORTH,70,26,Prime,Website UI,Dis Satisfied
11069,EAST,66,38,Prime,Packing & Shipping,Dis Satisfied
11070,SOUTH,58,6,Non_Prime,Website UI,Dis Satisfied
11071,SOUTH,63,36,Non_Prime,Website UI,Dis Satisfied
11072,WEST,41,29,Prime,Website UI,Dis Satisfied
11073,NORTH,45,25,Prime,Website UI,Dis Satisfied
11074,SOUTH,33,9,Prime,Packing & Shipping,Dis Satisfied
11075,WEST,29,61,Prime,Website UI,Satisfied
11076,EAST,25,34,Prime,Packing & Shipping,Satisfied
11077,WEST,61,29,Prime,Website UI,Dis Satisfied
11078,WEST,34,18,Non_Prime,Website UI,Dis Satisfied
11079,WEST,24,97,Prime,Packing & Shipping,Satisfied
11080,SOUTH,19,40,Prime,Packing & Shipping,Satisfied
11081,SOUTH,21,87,Prime,Product Quality,Satisfied
11082,WEST,42,25,Prime,Packing & Shipping,Dis Satisfied
11083,NORTH,36,18,Non_Prime,Product Quality,Dis Satisfied
11084,NORTH,40,10,Non_Prime,Product Quality,Dis Satisfied
11085,NORTH,51,25,Prime,Website UI,Dis Satisfied
11086,NORTH,23,87,Prime,Packing & Shipping,Satisfied
11087,SOUTH,42,73,Prime,Packing & Shipping,Satisfied
11088,SOUTH,21,71,Prime,Product Quality,Satisfied
11089,WEST,36,83,Non_Prime,Packing & Shipping,Satisfied
11090,WEST,35,40,Prime,Product Quality,Satisfied
11091,NORTH,68,36,Non_Prime,Packing & Shipping,Dis Satisfied
11092,NORTH,31,77,Prime,Packing & Shipping,Satisfied
11093,SOUTH,39,48,Prime,Website UI,Satisfied
11094,WEST,36,29,Prime,Website UI,Dis Satisfied
11095,EAST,65,9,Non_Prime,Website UI,Dis Satisfied
11096,WEST,50,10,Non_Prime,Packing & Shipping,Dis Satisfied
11097,EAST,60,11,Non_Prime,Website UI,Dis Satisfied
11098,NORTH,30,85,Prime,Packing & Shipping,Satisfied
11099,NORTH,39,26,Non_Prime,Website UI,Dis Satisfied
11100,SOUTH,34,50,Prime,Packing & Shipping,Satisfied
11101,NORTH,67,7,Prime,Website UI,Dis Satisfied
11102,WEST,24,33,Prime,Packing & Shipping,Satisfied
11103,NORTH,70,32,Prime,Website UI,Dis Satisfied
11104,EAST,42,30,Prime,Product Quality,Dis Satisfied
11105,NORTH,50,30,Prime,Product Quality,Dis Satisfied
11106,SOUTH,26,77,Prime,Website UI,Satisfied
11107,WEST,58,29,Non_Prime,Product Quality,Dis Satisfied
11108,EAST,65,29,Prime,Product Quality,Dis Satisfied
11109,WEST,44,88,Prime,Website UI,Satisfied
11110,SOUTH,62,24,Prime,Website UI,Dis Satisfied
11111,WEST,27,52,Prime,Product Quality,Satisfied
11112,NORTH,32,59,Prime,Website UI,Satisfied
11113,NORTH,36,67,Non_Prime,Packing & Shipping,Satisfied
11114,EAST,43,93,Non_Prime,Website UI,Satisfied
11115,SOUTH,50,7,Non_Prime,Packing & Shipping,Dis Satisfied
11116,EAST,18,82,Prime,Product Quality,Satisfied
11117,NORTH,65,12,Non_Prime,Packing & Shipping,Dis Satisfied
11118,NORTH,26,59,Prime,Product Quality,Satisfied
11119,NORTH,43,8,Non_Prime,Website UI,Dis Satisfied
11120,NORTH,67,33,Prime,Product Quality,Dis Satisfied
11121,WEST,33,44,Non_Prime,Product Quality,Satisfied
11122,NORTH,33,13,Non_Prime,Packing & Shipping,Dis Satisfied
11123,WEST,50,37,Non_Prime,Website UI,Dis Satisfied
11124,EAST,66,9,Non_Prime,Packing & Shipping,Dis Satisfied
11125,EAST,45,40,Prime,Product Quality,Dis Satisfied
11126,WEST,35,78,Prime,Website UI,Satisfied
11127,WEST,24,98,Prime,Product Quality,Satisfied
11128,WEST,41,85,Prime,Packing & Shipping,Satisfied
11129,SOUTH,57,36,Non_Prime,Packing & Shipping,Dis Satisfied
11130,NORTH,39,32,Non_Prime,Packing & Shipping,Dis Satisfied
11131,EAST,43,82,Prime,Website UI,Satisfied
11132,EAST,40,37,Non_Prime,Website UI,Satisfied
11133,WEST,48,7,Prime,Packing & Shipping,Dis Satisfied
11134,SOUTH,22,81,Prime,Website UI,Satisfied
11135,WEST,69,37,Prime,Product Quality,Dis Satisfied
11136,WEST,57,38,Prime,Packing & Shipping,Dis Satisfied
11137,WEST,30,8,Prime,Product Quality,Dis Satisfied
11138,WEST,63,30,Prime,Product Quality,Dis Satisfied
11139,SOUTH,56,21,Non_Prime,Product Quality,Dis Satisfied
11140,SOUTH,70,29,Non_Prime,Product Quality,Dis Satisfied
11141,WEST,37,17,Non_Prime,Product Quality,Dis Satisfied
11142,NORTH,36,27,Non_Prime,Packing & Shipping,Dis Satisfied
11143,NORTH,36,39,Prime,Website UI,Satisfied
11144,SOUTH,31,93,Non_Prime,Product Quality,Satisfied
11145,EAST,29,97,Non_Prime,Packing & Shipping,Satisfied
11146,WEST,69,12,Non_Prime,Packing & Shipping,Dis Satisfied
11147,WEST,49,27,Prime,Packing & Shipping,Dis Satisfied
11148,WEST,56,24,Prime,Website UI,Dis Satisfied
11149,WEST,35,55,Prime,Packing & Shipping,Satisfied
11150,SOUTH,36,100,Prime,Website UI,Satisfied
11151,NORTH,29,44,Prime,Product Quality,Satisfied
11152,WEST,21,66,Non_Prime,Product Quality,Satisfied
11153,WEST,49,27,Non_Prime,Website UI,Dis Satisfied
11154,SOUTH,55,32,Non_Prime,Website UI,Dis Satisfied
11155,NORTH,60,17,Non_Prime,Packing & Shipping,Dis Satisfied
11156,SOUTH,38,97,Prime,Product Quality,Satisfied
11157,NORTH,34,27,Non_Prime,Product Quality,Dis Satisfied
11158,NORTH,60,8,Prime,Product Quality,Dis Satisfied
11159,WEST,54,25,Non_Prime,Product Quality,Dis Satisfied
11160,SOUTH,27,44,Prime,Product Quality,Satisfied
11161,SOUTH,18,46,Non_Prime,Website UI,Satisfied
11162,NORTH,36,43,Prime,Website UI,Satisfied
11163,NORTH,45,75,Prime,Product Quality,Satisfied
11164,NORTH,18,89,Prime,Packing & Shipping,Satisfied
11165,WEST,64,26,Non_Prime,Website UI,Dis Satisfied
11166,SOUTH,52,18,Prime,Product Quality,Dis Satisfied
11167,EAST,32,89,Prime,Product Quality,Satisfied
11168,NORTH,36,74,Prime,Packing & Shipping,Satisfied
11169,EAST,49,34,Non_Prime,Packing & Shipping,Dis Satisfied
11170,NORTH,43,25,Prime,Website UI,Dis Satisfied
11171,SOUTH,42,19,Non_Prime,Website UI,Dis Satisfied
11172,NORTH,37,40,Prime,Packing & Shipping,Satisfied
11173,SOUTH,37,19,Prime,Packing & Shipping,Dis Satisfied
11174,SOUTH,29,65,Prime,Packing & Shipping,Satisfied
11175,SOUTH,63,38,Prime,Website UI,Dis Satisfied
11176,EAST,47,22,Non_Prime,Product Quality,Dis Satisfied
11177,NORTH,61,14,Non_Prime,Website UI,Dis Satisfied
11178,EAST,34,6,Prime,Website UI,Dis Satisfied
11179,WEST,28,86,Prime,Website UI,Satisfied
11180,EAST,44,32,Prime,Website UI,Satisfied
11181,WEST,28,46,Prime,Packing & Shipping,Satisfied
11182,NORTH,30,34,Prime,Website UI,Dis Satisfied
11183,EAST,64,28,Prime,Website UI,Dis Satisfied
11184,EAST,24,70,Prime,Website UI,Satisfied
11185,EAST,43,74,Prime,Packing & Shipping,Satisfied
11186,SOUTH,58,8,Non_Prime,Packing & Shipping,Dis Satisfied
11187,SOUTH,63,31,Non_Prime,Packing & Shipping,Dis Satisfied
11188,WEST,34,28,Prime,Website UI,Dis Satisfied
11189,NORTH,65,23,Non_Prime,Packing & Shipping,Dis Satisfied
11190,SOUTH,52,5,Non_Prime,Packing & Shipping,Dis Satisfied
11191,SOUTH,48,15,Prime,Product Quality,Dis Satisfied
11192,NORTH,34,69,Prime,Website UI,Satisfied
11193,NORTH,65,8,Non_Prime,Website UI,Dis Satisfied
11194,WEST,50,22,Non_Prime,Packing & Shipping,Dis Satisfied
11195,EAST,60,8,Prime,Packing & Shipping,Dis Satisfied
11196,SOUTH,69,22,Non_Prime,Packing & Shipping,Dis Satisfied
11197,WEST,41,56,Non_Prime,Product Quality,Satisfied
11198,EAST,39,82,Non_Prime,Website UI,Satisfied
11199,WEST,50,16,Non_Prime,Website UI,Dis Satisfied
11200,SOUTH,29,51,Prime,Packing & Shipping,Satisfied
11201,WEST,67,34,Prime,Packing & Shipping,Dis Satisfied
11202,SOUTH,39,69,Non_Prime,Website UI,Satisfied
11203,SOUTH,23,61,Prime,Website UI,Satisfied
11204,SOUTH,22,31,Prime,Packing & Shipping,Satisfied
11205,WEST,33,37,Non_Prime,Packing & Shipping,Dis Satisfied
11206,SOUTH,44,36,Non_Prime,Website UI,Dis Satisfied
11207,WEST,46,7,Prime,Website UI,Dis Satisfied
11208,NORTH,43,44,Prime,Website UI,Satisfied
11209,NORTH,35,58,Non_Prime,Website UI,Satisfied
11210,SOUTH,44,61,Non_Prime,Product Quality,Satisfied
11211,NORTH,30,19,Non_Prime,Product Quality,Dis Satisfied
11212,NORTH,34,29,Non_Prime,Packing & Shipping,Dis Satisfied
11213,WEST,58,22,Prime,Product Quality,Dis Satisfied
11214,NORTH,47,20,Non_Prime,Product Quality,Dis Satisfied
11215,NORTH,40,18,Non_Prime,Product Quality,Dis Satisfied
11216,SOUTH,46,16,Non_Prime,Website UI,Dis Satisfied
11217,WEST,69,11,Prime,Product Quality,Dis Satisfied
11218,NORTH,49,7,Non_Prime,Packing & Shipping,Dis Satisfied
11219,EAST,38,31,Non_Prime,Packing & Shipping,Satisfied
11220,EAST,56,14,Prime,Packing & Shipping,Dis Satisfied
11221,SOUTH,49,37,Non_Prime,Packing & Shipping,Dis Satisfied
11222,SOUTH,45,86,Non_Prime,Packing & Shipping,Satisfied
11223,EAST,18,75,Non_Prime,Product Quality,Satisfied
11224,SOUTH,25,96,Prime,Product Quality,Satisfied
11225,WEST,46,34,Non_Prime,Product Quality,Dis Satisfied
11226,WEST,69,7,Non_Prime,Website UI,Dis Satisfied
11227,NORTH,23,43,Prime,Website UI,Satisfied
11228,NORTH,39,73,Prime,Website UI,Satisfied
11229,SOUTH,35,23,Non_Prime,Packing & Shipping,Dis Satisfied
11230,SOUTH,45,36,Prime,Product Quality,Satisfied
11231,NORTH,59,8,Prime,Product Quality,Dis Satisfied
11232,EAST,65,27,Prime,Product Quality,Dis Satisfied
11233,WEST,42,41,Prime,Packing & Shipping,Satisfied
11234,EAST,47,31,Prime,Product Quality,Dis Satisfied
11235,SOUTH,56,20,Non_Prime,Website UI,Dis Satisfied
11236,WEST,44,33,Prime,Packing & Shipping,Satisfied
11237,SOUTH,46,20,Non_Prime,Website UI,Dis Satisfied
11238,WEST,56,23,Prime,Website UI,Dis Satisfied
11239,SOUTH,39,41,Non_Prime,Packing & Shipping,Satisfied
11240,SOUTH,39,73,Prime,Website UI,Satisfied
11241,SOUTH,37,97,Prime,Product Quality,Satisfied
11242,SOUTH,63,37,Non_Prime,Website UI,Dis Satisfied
